data;label
Aku menutupi Nabi saat beliau sedang mandi junub. Beliau mencuci kedua tangannya, lalu dengan tangan kanannya beliau menuangkan air pada tangan kirinya, lalu mencuci kemaluannya dan apa yang terkena (mani). Beliau kemudian menggosokkan tangannya ke dinding atau tanah. Kemudian berwudlu sebagaimana wudlu untuk shalat kecuali kedua kakinya. Kemudian beliau mengguyurkan air ke seluruh badannya. Kemudian menyudahi dengan mencuci kedua kakinya. Hadits ini dikuatkan oleh Abu 'Awanah dan Ibnu Fudlail dalam masalah tabir (penutup).;0
Subhaanallah! Sesungguhnya seorang Muslim itu tidak itu najis.;0
menggilir semua isterinya dalam satu malam, padahal saat itu isteri beliau ada sembilan orang.;0
Subhaanallah! Wahai Abu Hurairah, seorang Muslim itu tidaklah najis.;0
Apakah Nabi tidur dalam keadaan junub? 'Aisyah menjawab, Ya, setelah berwudlu.;0
Ya. Jika salah seorang dari kalian berwudlu, maka hendaklah ia tidur meskipun dalam keadaan junub.;0
Jika Nabi hendak tidur saat dirinya dalam kondisi junub, maka beliau membasuh kemaluannya dan berwudlu sebagaimana wudlu untuk shalat.;0
Apakah salah seorang dari kami boleh tidur saat junub? Beliau menjawab: Ya. Jika ia berwudlu.;0
Wudlu dan cucilah kemaluanmu, kemudian tidurlah.;0
Jika seseorang duduk di antara empat anggota badannya, lalu bersungguh-sungguh kepadanya, maka wajib banginya mandi. Hadits ini dikuatkan oleh 'Amru bin Marzuq dari Syu'bah seperti hadits tersebut. Dan Musa berkata, telah menceritakan kepada kami Aban berkata, telah menceritakan kepada kami Qatadah telah mengabarkan kepada kami Al Hasan seperti hadits tersebut.;0
Hendaknya ia berwudlu sebagaimana wudlu untuk shalat, lalu mencuci kemaluannya. 'Utsman lalu melanjutkan ucapannya, Aku mendengarnya dari Rasulullah , dan aku juga pernah bertanya kepada 'Ali bin Abu Thalib, Az-Zubair bin Al 'Awam, Thalhah bin 'Ubaidullah dan Ubay bin Ka'b? . Mereka semua memerintahkan seperti itu. Yahya berkata, telah mengabarkan kepadaku Abu Salamah bahwa 'Urwah bin Az Zubair mengabarkan kepadanya, bahwa Abu Ayyub mengabarkan kepadanya, bahwa ia mendengar seperti itu dari Rasulullah .;0
Hendaklah ia cuci apa yang mengenai isterinya (kemaluan), lalu wudlu dan shalat. Abu 'Abdullah Al Bukhari berkata, Mandi adalah sikap yang lebih berhati-hati. Inilah akhir dari penjelasan bab ini, dan kami telah menerangkan perbedaan pendapat mereka (para imam).;0
Sesungguhnya ini adalah perkara yang telah Allah tetapkan bagi kaum wanita dari anak cucu Adam. Lakukanlah apa yang dilakukan oleh orang-orang yang haji, kecuali thawaf di Ka'bah. 'Aisyah berkata, Kemudian Rasulullah berkurban dengan menyembelih seekor sapi yang diniatkan untuk semua isterinya.;0
Aku pernah menyisir rambut Rasulullah , sementara saat itu aku sedang haid.;0
pernah menyisir rambut kepala Nabi dalam keadaan haid. Saat itu Rasulullah berada di sisi masjid, beliau mendekatkan kepalanya kepada Aisyah yang berada di dalam kamar dan dalam keadaan haid untuk menyisir rambut kepalanya.;0
menyandarkan badannya di pangkuanku membaca Al-Qur'an, padahal saat itu aku sedang haid.;0
Apakah kamu sedang haid? Aku jawab, Ya. Beliau lalu memanggilku, maka aku pun berbaring bersama beliau dalam kain tebal.;0
Aku dan Nabi pernah mandi bersama dari satu bejana. Saat itu kami berdua sedang junub. Beliau juga pernah memerintahkan aku mengenakan kain, lalu beliau mencumbuiku sementara aku sedang haid. Beliau juga pernah mendekatkan kepalanya kepadaku saat beliau i'tikaf, aku lalu basuh kepalanya padahal saat itu aku sedang haid.;0
beliau memerintahkan untuk mengenakan kain, lalu beliau pun mencumbuinya. 'Aisyah berkata, Padahal, siapakah di antara kalian yang mampu menahan hasratnya sebagaimana Rasulullah menahan. Hadits ini dikuatkan oleh Khalid dan Jarir dari Asy Syaibani.;0
Jika Rasulullah ingin mencumbu salah seorang dari isterinya, beliau memerintahkannya untuk mengenakan sarung. Maka ia pun mengenakan sarung, sementara ia sedang haid. Sufan juga meriwayatkannya dari Asy Syaibani.;0
Hendaklah kalian bersedekahlah, sebab diperlihatkan kepadaku bahwa kalian adalah yang paling banyak menghuni neraka. Kami bertanya, Apa sebabnya wahai Rasulullah? beliau menjawab: Kalian banyak melaknat dan banyak mengingkari pemberian suami. Dan aku tidak pernah melihat dari tulang laki-laki yang akalnya lebih cepat hilang dan lemah agamanya selain kalian. Kami bertanya lagi, Wahai Rasulullah, apa tanda dari kurangnya akal dan lemahnya agama? Beliau menjawab: Bukankah persaksian seorang wanita setengah dari persaksian laki-laki? Kami jawab, Benar. Beliau berkata lagi: Itulah kekurangan akalnya. Dan bukankah seorang wanita bila dia sedang haid dia tidak shalat dan puasa? Kami jawab, Benar. Beliau berkata: Itulah kekurangan agamanya.;0
Yang demikian itu adalah perkara yang sudah Allah tetapkan buat puteri-puteri keturunan Adam. Maka lakukanlah apa yang dilakukan orang yang berhaji kecuali thawaf di Ka'bah hingga kamu suci.;0
Sesungguhnya itu adalah darah penyakit dan bukan darah haid. Jika haid kamu datang maka tingalkanlah shalat, dan jika telah berlalu masa-masa haid, maka bersihkanlah darah darimu lalu shalatlah.;0
Jika darah haid mengenai pakaian seorang dari kalian, maka hendaklah ia bersihkan darah yang mengenainya, lalu hendaklah ia percikkan air padanya, kemudian hendaklah ia shalat dengannya.;0
Salah seorang dari kami mengalami haid, kemudian saat telah suci darah tersebut ia bersihkan, kemudian kain tersebut ia cuci dan bersihkan, kemudian ia shalat dengan menggunakan kain tersebut.;0
Nabi pernah beri'tikaf bersama dengan sebagian isteri-isterinya, sementara saat itu ia sedang mengalami istihadlah dan bisa melihat adanya darah (yang keluar). Dan kadang diletakkan sebuah baskom di bawahnya lantaran darah tersebut. Dan Ikrimah mengklaim bahwa 'Aisyah melihat cairan berwarna kekuningan, lalu ia berkata, Seakan ini adalah sesuatu yang pernah dialami oleh fulanah.;0
Nabi pernah beri'tikaf bersama salah seorang dari isterinya. Ia melihat ada darah dan cairan berwarna kekuningan, lalu di bawahnya diletakkan baskom sementara ia tetap mengerjakan shalat.;0
Sebagian Ummul Mukminin melakukan iktikaf sementara mereka mengeluarkan darah istihadlah.;0
Tidaklah ada seorang dari kami kecuali memiliki satu baju yang saat mengalami haid. Jika baju tersebut terkena darah haid, ia dia basahi dengan air ludahnya lalu membersihkanya dengan kukunya.;0
Kami dilarang berkabung atas kematian di atas tiga hari kecuali atas kematian suami, yaitu selama empat bulan sepuluh hari. Selama masa itu dia tidak boleh bersolek, memakai wewangian, memakai pakaian yang berwarna kecuali pakaian lurik (dari negeri Yaman). Dan kami diberi keringanan bila hendak mandi seusai haid untuk menggunakan sebatang kayu wangi. Dan kami juga dilarang mengantar jenazah. Abu 'Abdullah berkata, Hisyam bin Hassan meriwayatkan dari Hafshah dari Ummu 'Athiyah dari Nabi .;0
Ambillah sepotong kapas yang diberi wewangian lalu bersucilah. Wanita itu bertanya, Bagaimana aku bersucinya? Beliau menjawab: Bersucilah dengan kapas itu! Wanita itu berkata lagi, Bagaimana caranya aku bersuci? Beliau bersabda: Bersucilah dengan menggunakan kapas itu! Wanita itu bertanya lagi, Bagaimana caranya? Maka Beliau berkata, Subhaanallah. Bersucilah kamu! Lalu aku manarik wanita itu kearahku, lalu aku katakan, Kamu bersihkan sisa darahnya dengan kapas itu.;0
Ambillah sepotong kapas yang diberi wewangian lalu bersihkanlah tiga kali. Kemudian Nabi merasa malu lalu memalingkan mukanya, atau beliau mengatakan: Berwudlulah dengan kapas itu. Aku lalu tarik wanita itu dan aku terangkan apa yang dimaksud oleh Nabi .;0
Urai dan sisirlah rambut kepalamu, lalu tahanlah Umrahmu. Aku lalu laksanakan hal itu. Setelah aku menyelesaikan haji, beliau memerintahkan 'Abdurrahman pada malam hashbah (Malam di Muzdalifah) untuk melakukan Umrah buatku dari Tan'im, tempat dimana aku mulai melakukan manasikku.;0
Siapa yang ingin memulai haji dengan Umrah hendaklah ia lakukan. Sekiranya aku tidak membawa hewan sembelihan, aku lebih suka melakukan Umrah lebih dahulu. Maka sebagian para sahabat ada yang memulai dengan Umrah dan ada yang memulai dengan haji. Sedang aku termasuk di antara yang mulai dengan Umrah. Maka ketika hari Arafah aku mengalami haid, aku lalu mengadukan hal itu kepada Nabi , beliau lalu bersabda: Tinggalkanlah Umrahmu. Uraikan rambut kepalamu lalu sisirlah, kemudian mulailah talbiah dengan haji. Maka aku pun laksanakan perintah beliau, hingga ketika tiba malam Hashbah (Malam di Muzdalifah), beliau memerintahkan 'Abdurrahman bin Abu Bakar untuk menemaniku. Maka aku keluar menuju Tan'im, lalu bertalbiah dengan Umrah sebagai ganti Umrahku sebelumnya. Hisyam berkata, Dan dalam hal itu tidak ada denda baik berupa hadyu (menyembelih), puasa atau pun sedekah.;0
Sesungguhnya Allah Ta'ala menugaskan satu Malaikat dalam rahim seseorang. Malaikat itu berkata, 'Ya Rabb, (sekarang baru) sperma. Ya Rabb, segumpal darah!, Ya Rabb, segumpal daging! ' Maka apabila Allah berkehendak menetapkan ciptaan-Nya, Malaikat itu bertanya, 'Apakah laki-laki atau wanita, celaka atau bahagia, bagaimana dengan rizki dan ajalnya? ' Maka ditetapkanlah ketentuan takdirnya selagi berada dalam perut ibunya.;0
Barangsiapa berihram dengan Umrah dan tidak membawa sembelihan, maka hendaklah dia bertahallul. Dan barangsiapa berihram dengan Umrah dan membawa sembelihan, maka janganlah bertahallul kecuali setelah menyembelih hewan pada hari Nahr (hari penyembelihan). Dan barangsiapa bertalbiah (memulai) dengan haji, hendaklah menyempurnakan hajinya. 'Aisyah berkata, Kemudian aku mengalami haid dan terus terjadi hingga hari 'Arafah, dan aku tidak bertalbiah kecuali dengan Umrah. Maka Nabi memerintahkan aku untuk menguraikan (rambut) kepalaku dan menyisirnya, lalu bertalbiah dengan haji dan meninggalkan Umrah. Maka aku laksanakan hingga aku merampungkan hajiku. Kemudian beliau mengutus saudaraku, 'Abdurrahman bin Abu Bakar untuk menemaniku dan memerintahkan aku agar aku berumrah dari Tan'im sebagai ganti Umrahku sebelumnya.;0
Itu seperti keringat dan bukan darah haid. Jika haid datang maka tinggalkanlah shalat dan jika telah selesai mandilah dan shalatlah.;0
Apakah kamu dari kelompok Khawarij! Sungguh kami pernah mengalami haid di sisi Nabi , dan beliau tidak memerintahkan kami untuk itu. Atau Aisyah mengatakan, Kami tidak melakukannya (mengqadla`).;0
kamu sedang haid? Aku jawab, Ya. Beliau lalu memanggil dan mengajakku masuk ke dalam selimut. Zainab berkata, Ummu Salamah menceritakan kepadaku bahwa Nabi juga menciumnya saat beliau sedang berpuasa. Ummu Salam berkata, Aku pernah mandi junub dalam satu bejana bersama Nabi .;0
Apakah kamu sedang haid? Aku jawab, Ya. Beliau lalu memanggilku, maka aku pun berbaring bersamanya dalam satu selimut.;0
Hendaklah kawannya memakaikan jilbab miliknya untuknya (meminjamkan) agar mereka dapat menyaksikan kebaikan dan mendo'akan Kaum Muslimin. Ketika Ummu 'Athiyah tiba aku bertanya kepadanya, Apakah kamu mendengar langsung dari Nabi ? Ummu 'Athiyah menjawab, Ya. Demi bapakku! Ummu 'Athiyah tidak mengatakan tentang Nabi kecuali hanya mengatakan 'Demi bapakku, aku mendengar beliau bersabda: Hendaklah para gadis remaja dan wanita-wanita yang dipingit di rumah, dan wanita yang sedang haid ikut menyaksikan kebaikan dan mendo'akan Kaum Muslimin, dan wanita-wanita haid menjauh dari tempat shalat. Hafshah, Aku katakan, Wanita haid? Wanita itu menjawab, Bukankah mereka juga hadir di 'Arafah, begini dan begini?;0
Jangan, karena itu hanyalah darah penyakit seperti keringat. Tinggalkanlah shalat selama masa haidmu, setelah itu mandi dan kerjakanlah shalat.;0
Kami tidak menganggap warna keruh dan kekuningan sebagai sesuatu dari haid.;0
Ini seperti keringat (darah penyakit). Maka Ummu Habibah selalu mandi untuk setiap kali shalat.;0
Jangan-jangan dia menyusahkan kita! Apakah dia thawaf bersama kalian? Mereka menjawab, Ya. Beliau lalu bersabda (kepada Shafiyyah): Ikutlah keluar.;0
Wanita yang haid diberi keringanan untuk nafar (meninggalkan Mina), dan pada mulanya Ibnu Umar melarang hal itu, namun kemudian aku mendengar ia mengatakan, 'Wanita haid boleh nafar karena Rasulullah telah memberi keringanan buat mereka.;0
Jika datang haid maka tinggalkanlah shalat, dan bila telah berakhir maka bersihkanlah darah darimu lalu shalatlah.;0
seorang wanita yang meninggal dunia karena hamil. Maka Nabi menshalatinya dan beliau berdiri di bagian tengah (jenazah) nya.;0
sedang shalat di atas tikar (kecil) nya, jika sujud beliau maka sebagian kainnya mengenaiku.;0
Kami keluar bersama Rasulullah Shallallahu 'alaihi wa salam dalam salah satu perjalanan yang dilakukannya. Hingga ketika kami sampai di Baida', atau tempat peristirahatan pasukan, aku kehilangan kalungku. Maka Nabi Shallallahu 'alaihi wa salam dan para sahabatnya mencarinya sementara mereka tidak berada dekat air. Orang-orang lalu datang kepada Abu Bakar Ash Shidiq seraya berkata, 'Tidakkah kamu perhatikan apa yang telah diperbuat oleh 'Aisyah? Dia telah membuat Rasulullah Shallallahu 'alaihi wa salam dan orang-orang tertahan (dari melanjutkan perjalanan) padahal mereka tidak sedang berada dekat air dan mereka juga tidak memiliki air! ' Lalu Abu Bakar datang sedangkan saat itu Rasulullah Shallallahu 'alaihi wa salam meletakkan kepalanya di pahaku. Abu Bakar lalu memarahiku dan mengatakan sebagaimana yang dikehendaki Allah untuk (Abu Bakar) mengatakannya. Ia menusuk lambungku, dan tidak ada yang menghalangiku untuk bergerak (karena rasa sakit) kecuali karena keberadaan Rasulullah yang di pahaku. Kemudian Rasulullah Shallallahu 'alaihi wa salam bangun di waktu subuh dalam keadaan tidak memiliki air. Allah Ta'ala kemudian menurunkan ayat tayamum, maka orang-orang pun bertayamum. Usaid bin al Hudlair lalu berkata, Tidaklah Aisyah kecuali awal dari keberkahan keluarga kamu wahai wahai Abu Bakar! 'Aisyah berkata, Kemudian unta yang aku tunggangi berdiri yang ternyata kami temukan kalungku berada dibawahnya.;0
"Aku diberikan lima perkara yang tidak diberikan kepada orang sebelumku; aku ditolong melawan musuhku dengan ketakutan mereka sejauh satu bulan perjalanan, dijadikan bumi untukku sebagai tempat sujud dan suci. Maka dimana saja salah seorang dari umatku mendapati waktu shalat hendaklah ia shalat, dihalalkan untukku harta rampasan perang yang tidak pernah dihalalkan untuk orang sebelumku, aku diberikan (hak) syafa'at, dan para Nabi sebelumku diutus khusus untuk kaumnya sedangkan aku diutus untuk seluruh manusia.";0
Rasulullah mengutus seseorang untuk mencarinya hingga kalung itu pun ditemukan. Lalu datanglah waktu shalat sementara mereka tidak memiliki air, namun mereka tetap melaksanakannya. Setelah itu mereka mengadukan peristiwa itu kepada Rasulullah , hingga turunlah ayat tayamum. Usaid bin Al Hudlair lalu berkata kepada 'Aisyah, Semoga Allah membalasmu dengan segala kebaikan. Sungguh demi Allah, tidaklah terjadi suatu peristiwa menimpa anda yang anda tidak sukai kecuali Allah menjadikannya untuk anda dan Kaum Muslimin sebagai kebaikan.;0
namun beliau tidak membalasnya. Beliau kemudian menghadap ke arah dinding, lalu mengusap muka dan kedua telapak tangannya. baru kemudian membalas salam kepada orang itu.;0
Sebenarnya cukup kamu melakukan begini. Beliau lalu memukulkan telapak tangannya ke tanah dan meniupnya, lalu mengusapkannya ke muka dan kedua telapak tangannya.;0
"lalu mendekatkannya kepada mulutnya kemudian mengusapkannya ke mukanya dan kedua telapak tangannya. Dan telah berkata An Nadlar telah mengabarkan kepada kami Syu'bah dari Al Hakam dia berkata; saya mendengar Dzarr berkata; dari Ibnu Abdurrahman bin Abzaa, berkata Al Hakam; dan aku telah mendengarnya dari Ibnu Abdurrahman dari ayahnya berkata; Ammar berkata;.";0
Kami sedang dalam perjalanan, kemudian kami junub? dia menjawab, Hendaknya bertayamum.;0
Cukup bagimu (mengusap debu) pada muka dan kedua telapak tangan. Telah menceritakan kepada kami Muslim telah menceritakan kepada kami Syu'bah dari Al Hakam dari Dzar dari Ibnu 'Abdurrahman dari 'Abdurrahman bin Abza ia berkata, Aku melihat Umar ketika Ammar bertanya kepadanyaâ€¦.lalu ia menyebutkan hadits.;0
Nabi memukulkan telapak tangannya ke tanah lalu mengusapkan pada muka dan kedua telapak tangannya.;0
Kamu cukup menggunakan debu. Kemudian Nabi Shallallahu 'alaihi wa salam melanjutkan perjalanan hingga akhirnya orang-orang mengadu kepada beliau bahwa mereka kehausan. Maka Nabi Shallallahu 'alaihi wa salam meminta seseorang yang bernama Abu Raja' -namun 'Auf lupa- dan 'Ali seraya memerintahkan keduanya: Pergilah kalian berdua dan carilah air. Maka keduanya berangkat hingga berjumpa dengan seorang wanita yang membawa kantung-kantung berisi air dengan untanya. Maka keduanya bertanya kepadanya, Dimana ada air? Wanita itu menjawab, Terakhir aku lihat air di (daerah) ini adalah waktu sekarang ini. dan perjalanan kami ini juga dalam rangka mencari air. Lalu keduanya berkata, Kalau begitu pergilah. Wanita itu bertanya, Kalian mau kemana? Keduanya menjawab, Menemui Rasulullah Shallallahu 'alaihi wa salam. Wanita itu bertanya, Kepada orang yang dianggap telah keluar dari agama (Shabi'i)? Keduanya menjawab, Ya dialah yang kamu maksud. Kemudian kedua sahabat Nabi itu pergi bersama wanita tersebut menemui Nabi Shallallahu 'alaihi wa salam. Keduanya kemudian menceritakan peritiwa yang baru saja dialami. Nabi Shallallahu 'alaihi wa salam lalu bersabda: Turunkanlah dia dari untanya. Kemudian Nabi Shallallahu 'alaihi wa salam meminta bejana air, beliau lalu menuangkan di mulut kantung-kantung air (milik wanita itu), beliau lepas ikatan kantung-kantung air tersebut seraya berseru kepada orang banyak: Ambillah air dan minumlah sesuka kalian! Maka orang-orang memberi minum (tunggangan mereka) dan meminum sesuka mereka. Dan akhir, beliau memberi seember air kepada orang yang tadi terkena janabah. Beliau lalu berkata kepadanya: Pergi dan mandilah. Dans ambil berdiri wanita tersebut mengamati apa yang diperbuat terhadap air kepunyaannya. Demi Allah, kejadian tadi telah membuatnya terperanjat dan juga kami, kami saksikan airnya bertambah banyak dibanding saat yang pertama. Nabi Shallallahu 'alaihi wa salam lalu bersabda: Berkumpulkan (makanan) untuknya. Maka orang-orang pun mengumpulkan makanan berupa kurma, tepung, sawiq (campuran antara susu dengan tepung) untuk wanita tersebut. makanan tersebut kemudian dimasukkan ke dalam kain, mereka menaikkan wanita tersebut di atas kendaraan dan meletakkan makanan tersebut di depannya. Kemudian Nabi Shallallahu 'alaihi wa salam berkata kepada wanita tersebut: Kamu mengetahui bahwa kami tidak mengurangi sedikitpun air milikmu, tetapi Allah yang telah memberi minum kepada kami. Wanita tersebut kemudian pulang menemui keluarganya, mereka lalu bertanya, Wahai fulanah, apa yang membuat kamu terlambat? Wanita tersebut menjawab, Suatu keajaiban! Aku bertemu dengan dua orang laki-laki yang kemudian membawaku bertemu dengan seorang yang disebut Shabi'I, lalu laki-laki itu berbuat begini begini. Demi Allah, dialah orang yang paling menakjubkan (membuat kejadian luar biasa) di antara yang ada ini dan ini. Wanita tersebut berkata sambil memberi isyarat dengan mengangkat jari tengah dan telunjuknya ke arah langit, atau antara langit dan bumi. Maksudnya bersaksi bahwa dia adalah Utusan Allah yang haq. Sejak saat itu Kaum Muslimin selalu melindungi wanita tersebut dari Kaum Musyrikin dan tidaklah Kaum Muslimin merusak rumah atau kediaman wanita tersebut. Pada suatu hari wanita itu berkata kepada kaumnya, Aku tidak memandang bahwa kaum tersebut membiarkan kalian dengan sengaja. Apakah kalian mau masuk Islam? Maka kaumnya mentaatinya dan masuk ke dalam Islam. Abu 'Abdullah berkata, Yang dimaksud dengan Shabi'i adalah keluar dari suatu agama kepada agama lain. Sedangkan Abu' 'Aliyah berkata, Ash-Shabi'un adalah kelompok dari Ahlul Kitab yang membaca Kitab Zabur.;0
Jika aku beri keringanan kepada mereka dalam masalah ini, maka ketika salah seorang mendapati musim dingin pasti ia akan berkata seperti ini 'yakni Tayamum dan shalat'. Abu Musa berkata, Maka aku katakan, Kalau begitu dimana kedudukan ucapan 'Ammar kepada 'Umar? ' 'Abdullah bin Mas'ud menjawab: Aku menganggap bahwa 'Umar tidak sepakat dengan pendapat ' Ammar.;0
Cukup bagimu begini'? 'Abdullah, Apakah kamu tidak tahu kalau 'Umar tidak menerima pendapat tersebut? Abu Musa kembali berkata, Baik kita tinggalkan pendapat 'Umar! ' Tapi bagaimana sikapmu dengan ayat ini? ' 'Abdullah tidak mengerti apa yang harus ia katakan, lalu ia berkata, Jika kami beri keringanan mereka dalam masalah ini, dikhawatirkan jika mereka merasa dingin dengan air, maka mereka tidak mau menggunakan air dan akan melakukan tayamum. Aku berkata kepada Syaqiq, 'Hanyasanya 'Abdullah tidak suka adalah karena hal ini.' Ia menjawab, Benar.;0
Sebenarnya cukup buatmu bila kamu melakukan begini. Nabi kemudian memukulkan telapak tangannya ke permukaan tanah dan mengibaskannya, lalu mengusap punggung tangan kanannya dengan telapak tangan kirinya, atau punggung telapak kirinya dengan telapak tangan kanannya, kemudian beliau mengusap wajahnya. Abdullah berkata, Apakah kamu tidak tahu kalau 'Umar tidak menerima pendapat 'Ammar? Ya'la menambahkan dari Al A'masy dari Syaqiq, Aku pernah bersama 'Abdullah dan Abu Musa. Abu Musa lalu berkata, Tidakkah kamu mendengar perkataan 'Ammar kepada 'Umar 'Sesungguhnya Rasulullah mengutus aku dan kamu, lalu aku mengalami junub dan aku bergulingan di atas tanah. Kemudian kita temui Rasulullah menceritakan hal itu kepada beliau. Beliau lalu bersabda: Sebenarnya kamu cukup melakukan begini. Beliau lalu memukulkan telapak tangannya ke tanah, lalu mengusap muka dan kedua telapak tangannya sekali.;0
Wajib bagi kamu menggunakan tanah dan itu sudah cukup buatmu.;0
Saat aku di Makkah atap rumahku terbuka, tiba-tiba datang Malaikat Jibril Alaihis Salam. Lalu dia membelah dadaku kemudian mencucinya dengan menggunakan air zamzam. Dibawanya pula bejana terbuat dari emas berisi hikmah dan iman, lalu dituangnya ke dalam dadaku dan menutupnya kembali. Lalu dia memegang tanganku dan membawaku menuju langit dunia. Tatkala aku sudah sampai di langit dunia, Jibril Alaihis Salam berkata kepada Malaikat penjaga langit, 'Bukalah'. Malaikat penjaga langit berkata, 'Siapa Ini? ' Jibril menjawab, 'Ini Jibril'. Malaikat penjaga langit bertanya lagi, 'Apakah kamu bersama orang lain? ' Jibril menjawab, Ya, bersamaku Muhammad Shallallahu 'alaihi wa salam.' Penjaga itu bertanya lagi, 'Apakah dia diutus sebagai Rasul? ' Jibril menjawab, 'Benar.' Ketika dibuka dan kami sampai di langit dunia, ketika itu ada seseorang yang sedang duduk, di sebelah kanan orang itu ada sekelompok manusia begitu juga di sebelah kirinya. Apabila dia melihat kepada sekelompok orang yang di sebelah kanannya ia tertawa, dan bila melihat ke kirinya ia menangis. Lalu orang itu berkata, 'Selamat datang Nabi yang shalih dan anak yang shalih.' Aku bertanya kepada Jibril, 'Siapakah dia? ' Jibril menjawab, Dialah Adam Alaihis Salam, dan orang-orang yang ada di sebelah kanan dan kirinya adalah ruh-ruh anak keturunannya. Mereka yang ada di sebelah kanannya adalah para ahli surga sedangkan yang di sebelah kirinya adalah ahli neraka. Jika dia memandang ke sebelah kanannya dia tertawa dan bila memandang ke sebelah kirinya dia menangis.' Kemudian aku dibawa menuju ke langit kedua, Jibril lalu berkata kepada penjaganya seperti terhadap penjaga langit pertama. Maka langit pun dibuka'. Anas berkata, Kemudian Nabi Shallallahu 'alaihi wa salam menyebutkan bahwa pada tingkatan langit-langit itu beliau bertemu dengan Adam, Idris, Musa, 'Isa dan Ibrahim semoga Allah memberi shalawat-Nya kepada mereka. Beliau tidak menceritakan kepadaku keberadaan mereka di langit tersebut, kecuali bahwa beliau bertemu Adam di langit dunia dan Ibrahim di langit keenam. Anas melanjutkan, Ketika Jibril berjalan bersama Nabi Shallallahu 'alaihi wa salam, ia melewati Idris. Maka Idris pun berkata, 'Selamat datang Nabi yang shalih dan saudara yang shalih.' Aku bertanya kepada Jibril, 'Siapakah dia? ' Jibril menjawab, 'Dialah Idris.' Lalu aku berjalan melewati Musa, ia pun berkata, 'Selamat datang Nabi yang shalih dan saudara yang shalih.' Aku bertanya kepada Jibril, 'Siapakah dia? ' Jibril menjawab, 'Dialah Musa.' Kemudian aku berjalan melewati 'Isa, dan ia pun berkata, 'Selamat datang saudara yang shalih dan Nabi yang shalih.' Aku bertanya kepada Jibril, 'Siapakah dia? ' Jibril menjawab, 'Dialah 'Isa.' Kemudian aku melewati Ibrahim dan ia pun berkata, 'Selamat datang Nabi yang shalih dan anak yang shalih.' Aku bertanya kepada Jibril, 'Siapakah dia? ' Jibril menjawab, 'Dialah Ibrahim Shallallahu 'alaihi wa salam.' Ibnu Syihab berkata, Ibnu Hazm mengabarkan kepadaku bahwa Ibnu 'Abbas dan Abu Habbah al Anshari keduanya berkata, Nabi Shallallahu 'alaihi wa salam bersabda: Kemudian aku dimi'rajkan hingga sampai ke suatu tempat yang aku dapat mendengar suara pena yang menulis. Ibnu Hazm berkata, Anas bin Malik menyebutkan, Nabi Shallallahu 'alaihi wa salam bersabda: Kemudian Allah 'azza wajalla mewajibkan kepada ummatku shalat sebanyak lima puluh kali. Maka aku pergi membawa perintah itu hingga aku berjumpa dengan Musa, lalu ia bertanya, 'Apa yang Allah perintahkan buat umatmu? ' Aku jawab: 'Shalat lima puluh kali.' Lalu dia berkata, 'Kembalilah kepada Rabbmu, karena umatmu tidak akan sanggup! ' Maka aku kembali dan Allah mengurangi setengahnya. Aku kemudian kembali menemui Musa dan aku katakan bahwa Allah telah mengurangi setengahnya. Tapi ia berkata, 'Kembalilah kepada Rabbmu karena umatmu tidak akan sanggup.' Aku lalu kembali menemui Allah dan Allah kemudian mengurangi setengahnya lagi.' Kemudian aku kembali menemui Musa, ia lalu berkata, 'Kembalilah kepada Rabbmu, karena umatmu tetap tidak akan sanggup.' Maka aku kembali menemui Allah Ta'ala, Allah lalu berfirman: 'Lima ini adalah sebagai pengganti dari lima puluh. Tidak ada lagi perubahan keputusan di sisi-Ku! ' Maka aku kembali menemui Musa dan ia kembali berkata, 'Kembailah kepada Rabb-Mu! ' Aku katakan, 'Aku malu kepada Rabb-ku.' Jibril lantas membawaku hingga sampai di Sidratul Muntaha yang diselimuti dengan warna-warni yang aku tidak tahu benda apakah itu. Kemudian aku dimasukkan ke dalam surga, ternyata di dalamnya banyak kubah-kubah terbuat dari mutiara dan tanahnya dari minyak kesturi.;0
Allah telah mewajibkan shalat, dan awal diwajibkannya adalah dua rakaat dua rakaat, baik saat mukim atau saat dalam perjalanan. Kemudian ditetapkanlah ketentuan tersebut untuk shalat safar (dalam perjalanan), dan ditambahkan lagi untuk shalat di saat mukim.;0
Hendaklah temannya meminjamkan jilbab miliknya kepadanya. 'Abdullah bin Raja' berkata, telah menceritakan kepada kami 'Imran telah menceritakan kepada kami Muhammad bin Sirin telah menceritakan kepada kami Ummu 'Athiyah aku mendengar Nabi bersabda seperti ini.;0
mengenakan sarung yang ia ikatkan pada leher (tengkuk), sementara pakaiannya ia gantungnya di gantungan baju. Seseorang lalu berkata kepadanya, Kenapa kamu shalat dengan menggunakan satu kain! Jabir bin Samurah menjawab, Aku lakukan itu agar bisa dilihat oleh orang bodoh seperti kamu. Sebab mana ada pada masa Nabi , di antara kami yang memiliki dua kain!;0
shalat dengan mengenakan (satu) kain.;0
shalat dengan mengenakan satu kain yang diikatkan pada kedua sisinya.;0
shalat di rumah Ummu Salamah dengan mengenakan satu kain yang kedua sisinya digantungkan pada kedua pundaknya.;0
shalat di rumah Ummu Salamah dengan mengenakan satu kain yang menutupi seluruh badannya yang diletakkan pada kedua pundaknya.;0
